"OptionSet","Exploit","Refine","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins","Round 1 P 1-All","P1 0.33  ","P1 0.67  ","Round 1 D 1-All","D1 0.33  ","D1 0.67  "
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","All","1","0","1","0.5","1","0.314946","1","1","0.530664","0.366176","","","0.147115","","","","","0.0528842","0.0853518","0.029594","0.135215","25.4024","24.0125","25.4024","24.0125","0.585167","0.515611","0.286935","0","0","0.147115","0.389577","0.0528842","0.0853518","0.0487439","0.5","0","-2.37907E-16","1","0.314946","0","0.685054","0.147115","0.0528842","0.0853518","0.0255929","0.0040016","","","","","",""
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","PLiabilitySignal 1","0.101","0","0.101001","0.333359","1","0.604204","1","1","0.333333","0.36552","","","0.604204","","","","","0","0","0","","25.2069","24.1514","25.2069","24.1514","0.641681","0.475977","0.34824","0","0","0.604204","0.349427","0","0","0","0.439103","0","-0.845941","1","0.604204","0","0.395796","0.604204","0","0","0","0","","",""
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","PLiabilitySignal 2","0.399","0","0.398999","0.353298","1","0.569593","1","1","0.5677","0.365563","","","0.207834","","","","","0.132542","0.167165","0.062052","0.135034","25.2293","24.0188","25.2293","24.0188","0.75194","0.588398","0.341509","0","0","0.207834","0.40855","0.132542","0.167165","0.122165","0.446389","0","0.075799","1","0.569593","0","0.430407","0.207834","0.132542","0.167165","0.0536726","0.0083791","","",""
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","PLiabilitySignal 3","0.399","0","0.398999","0.646702","1","0.0602985","1","1","0.666667","0.371969","","","0.0069891","","","","","0","0.0411971","0.012112","0.135906","25.5752","23.9765","25.5752","23.9765","0.448344","0.46993","0.232501","0","0","0.0069891","0.666667","0","0.0411971","0","0.553611","0","-0.075799","1","0.0602985","0","0.939701","0.0069891","0","0.0411971","0.0104662","0.0016461","","",""
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","PLiabilitySignal 4","0.101","0","0.101001","0.666641","1","0.0256879","1","1","0.666667","0.381623","","","0.00372137","","","","","0","0.0219355","3.094E-5","0.5","25.5987","23.9909","25.5987","23.9909","0.410337","0.448165","0.225074","0","0","0.00372137","0.666667","0","0.0219355","0","0.560897","0","0.845941","1","0.0256879","0","0.974312","0.00372137","0","0.0219355","1.5469E-05","1.5469E-5","","",""
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","DLiabilitySignal 1","0.101","0","0.101001","0.333359","1","1","1","1","0.525103","0.333333","","","0.42469","","","","","0.282297","0","0.293013","0.135215","24.4905","24.1235","24.4905","24.1235","1.38603","0.561522","0.663334","0","0","0.42469","0.333333","0.282297","0","0","0.439103","0","0.845941","1","1","0","0","0.42469","0.282297","0","0.253393","0.0396196","","",""
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","DLiabilitySignal 2","0.399","0","0.398999","0.353298","1","0.536204","1","1","0.533289","0.381681","","","0.261207","","","","","0.0610827","0.213915","0","","25.3855","24","25.3855","24","0.614482","0.592579","0.272986","0","0","0.261207","0.412725","0.0610827","0.213915","0.122165","0.446389","0","-0.075799","1","0.536204","0","0.463796","0.261207","0.0610827","0.213915","0","0","","",""
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","DLiabilitySignal 3","0.399","0","0.398999","0.646702","1","0","1","1","","","","","0","","","","","0","0","0","","25.6","24","25.6","24","0.4","0.446389","0.221444","0","0","0","","0","0","0","0.553611","0","0.075799","1","0","0","1","0","0","0","0","0","","",""
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","DLiabilitySignal 4","0.101","0","0.101001","0.666641","1","0","1","1","","","","","0","","","","","0","0","0","","25.6","24","25.6","24","0.4","0.439103","0.224359","0","0","0","","0","0","0","0.560897","0","-0.845941","1","0","0","1","0","0","0","0","0","","",""
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","PDoesntFile","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","P Files","1","0","1","0.5","1","0.314946","1","1","0.530664","0.366176","","","0.147115","","","","","0.0528842","0.0853518","0.029594","0.135215","25.4024","24.0125","25.4024","24.0125","0.585167","0.515611","0.286935","0","0","0.147115","0.389577","0.0528842","0.0853518","0.0487439","0.5","0","-2.37907E-16","1","0.314946","0","0.685054","0.147115","0.0528842","0.0853518","0.0255929","0.0040016","","",""
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","DDoesntAnswer","0.6851","0","0.685054","0.570384","1","0","1","1","","","","","0","","","","","0","0","0","","25.6","24","25.6","24","0.4","0.474279","0.210288","0","0","0","","0","0","0","0.525721","0","-0.101049","1","0","0","1","0","0","0","0","0","","",""
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","D Answers","0.3149","0","0.314946","0.346904","1","1","1","1","0.530664","0.366176","","","0.467113","","","","","0.167915","0.271005","0.093967","0.135215","24.9725","24.0396","24.9725","24.0396","0.987934","0.605516","0.453653","0","0","0.467113","0.389577","0.167915","0.271005","0.154769","0.444053","0","0.219796","1","1","0","0","0.467113","0.167915","0.271005","0.0812612","0.0127057","","",""
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","Settles1","0.1471","0","0.147115","0.337897","1","1","1","1","0.37551","0.403644","","","1","","","","","0","0","0","","24.9896","24.2104","24.9896","24.2104","0.8","0.444952","0.44494","0","0","1","0.389577","0","0","0","0.440761","0","-0.0991783","1","1","0","0","1","0","0","0","0","","",""
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","DoesntSettle1","0.1678","0","0.16783","0.354798","1","1","1","1","0.666667","0.333333","","","0","","","","","0.315105","0.50856","0.176336","0.135215","24.9575","23.8899","24.9575","23.8899","1.15267","0.746262","0.46129","0","0","0","","0.315105","0.50856","0.290435","0.446938","0","0.499399","1","1","0","0","0","0.315105","0.50856","0.152492","0.0238432","","",""
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","PAbandons1","0.0529","0","0.0528842","0.333955","1","1","1","1","0.666667","0.333333","","","0","","","","","1","0","0","","24.6","24.6","24.6","24.6","0.8","0.224272","0.615049","0","0","0","","1","0","0.460855","0.439321","0","0.539145","1","1","0","0","0","1","0","0","0","","",""
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","PDoesntAbandon1","0.1149","0","0.114946","0.364388","1","1","1","1","0.666667","0.333333","","","0","","","","","0","0.742536","0.257464","0.135215","25.1219","23.5631","25.1219","23.5631","1.31493","0.986417","0.390549","0","0","0","","0","0.742536","0.212029","0.450442","0","0.481113","1","1","0","0","0","0","0.742536","0.222651","0.0348129","","",""
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","DDefaults1","0.0854","0","0.0853518","0.375126","1","1","1","1","0.666667","0.333333","","","0","","","","","0","1","0","","25.6","23.6","25.6","23.6","0.8","0.945634","0.181747","0","0","0","","0","1","0.285547","0.454366","0","0.244501","1","1","0","0","0","0","1","0","0","","",""
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","DDoesntDefault1","0.0296","0","0.0295945","0.333418","1","1","1","1","0.666667","0.333333","","","0","","","","","0","0","1","0.135215","23.7432","23.4568","23.7432","23.4568","2.8","1.10404","0.992743","0","0","0","","0","0","0","0.439124","0","1.16351","1","1","0","0","0","0","0","0.864785","0.135215","","",""
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","POrDQuits1","0.1382","0","0.138236","0.359376","1","1","1","1","0.666667","0.333333","","","0","","","","","0.382565","0.617435","0","","25.2174","23.9826","25.2174","23.9826","0.8","0.669666","0.347513","0","0","0","","0.382565","0.617435","0.352614","0.44861","0","0.357221","1","1","0","0","0","0.382565","0.617435","0","0","","",""
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","P Loses","0.0256","0","0.0255929","0.333346","1","1","1","1","0.666667","0.333333","","","0","","","","","0","0","1","0","23.6","23.6","23.6","23.6","2.8","0.960902","1.05384","0","0","0","","0","0","0","0.439098","0","1.16329","1","1","0","0","0","0","0","1","0","","",""
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","P Wins","0.004","0","0.00400161","0.333873","1","1","1","1","0.666667","0.333333","","","0","","","","","0","0","1","1","24.6588","22.5412","24.6588","22.5412","2.8","2.01949","0.602012","0","0","0","","0","0","0","0.439291","0","1.16492","1","1","0","0","0","0","0","0","1","","",""
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","Round 1 P 1-All","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0.408009","0.591991"
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","Round 1 P 1 PLiabilitySignal 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.193763","1","0"
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","Round 1 P 1 PLiabilitySignal 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.721607","0.2969","0.7031"
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","Round 1 P 1 PLiabilitySignal 3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0763911","0","1"
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","Round 1 P 1 PLiabilitySignal 4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0082379","0","1"
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","Round 1 D 1-All","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0.901471","0.0985292"
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","Round 1 D 1 DLiabilitySignal 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.320692","1","0"
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","Round 1 D 1 DLiabilitySignal 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.679308","0.854956","0.145044"
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","Round 1 D 1 DLiabilitySignal 3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","",""
"FSA-feeMar80-costsm4-fsm2-casens1","9.155E-06","0.748","Round 1 D 1 DLiabilitySignal 4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","",""
